Peak #,Ret. Time,Letter,Type,Width,Area,Start Time,End Time,Sample Number,Treatment,File Name,Leaf Area,Compound Name,Tetralin Corrected,Leaf Area Corrected,Plant Volume,Water Status,Average 48 Hour Temp,Max 48 Hour Temp,Average 48 Hour Humidity,,Site,Date
7,18.95,,rBV,0.137,2398014,18.899,19.036,20,Low,TIC: 0625201306.D,86.58,,0.737986024,0.008523747,23814,12.5,80.18,103.44,,,FoothillsRoad1,7/16/12
1,14.08,,rBV,0.177,14103617,13.961,14.138,23,Control,TIC: 0625201307.D,36.18,,4.704239901,0.130023215,11466,14,80.18,103.44,,,FoothillsRoad1,7/16/12
2,14.37,,rBV,0.235,14657247,14.253,14.487,23,Control,TIC: 0625201307.D,36.18,,4.888902342,0.135127207,11466,14,80.18,103.44,,,FoothillsRoad1,7/16/12
3,15.24,,rBV,0.183,511686,15.179,15.363,23,Control,TIC: 0625201307.D,36.18,,0.170672083,0.004717305,11466,14,80.18,103.44,,,FoothillsRoad1,7/16/12
4,17.34,,rBV,0.08,2998065,17.297,17.377,23,Control,TIC: 0625201307.D,36.18,Tetralin,1,0.02763958,11466,14,80.18,103.44,,,FoothillsRoad1,7/16/12
5,18.66,,rVV,0.069,532703,18.624,18.693,23,Control,TIC: 0625201307.D,36.18,,0.177682272,0.004911063,11466,14,80.18,103.44,,,FoothillsRoad1,7/16/12
6,18.72,,rVB,0.166,1170046,18.693,18.859,23,Control,TIC: 0625201307.D,36.18,,0.390267056,0.010786817,11466,14,80.18,103.44,,,FoothillsRoad1,7/16/12
7,18.95,,rBV,0.143,1507070,18.899,19.042,23,Control,TIC: 0625201307.D,36.18,,0.502680896,0.013893889,11466,14,80.18,103.44,,,FoothillsRoad1,7/16/12
1,4.16,,rVB,0.263,285662,4.096,4.359,56,Control,TIC: 0627201301.D,105.3,,0.085245189,0.000809546,75900,27,80.68,111.43,30.09,,Cloudt,7/24/12
2,17.34,,rBV,0.086,3351063,17.297,17.382,56,Control,TIC: 0627201301.D,105.3,Tetralin,1,0.009496676,75900,27,80.68,111.43,30.09,,Cloudt,7/25/12
3,18.72,,rVB,0.097,126029,18.693,18.79,56,Control,TIC: 0627201301.D,105.3,,0.037608663,0.000357157,75900,27,80.68,111.43,30.09,,Cloudt,7/26/12
4,18.94,,rBV,0.08,113513,18.916,18.996,56,Control,TIC: 0627201301.D,105.3,,0.033873729,0.000321688,75900,27,80.68,111.43,30.09,,Cloudt,7/27/12
5,22.09,,rBV,0.069,168175,22.052,22.12,56,Control,TIC: 0627201301.D,105.3,,0.050185568,0.000476596,75900,27,80.68,111.43,30.09,,Cloudt,7/28/12
6,22.48,,rBV,0.063,598940,22.452,22.515,56,Control,TIC: 0627201301.D,105.3,,0.178731346,0.001697354,75900,27,80.68,111.43,30.09,,Cloudt,7/29/12
7,23.09,,rBV,0.08,223737,23.076,23.156,56,Control,TIC: 0627201301.D,105.3,,0.066765978,0.000634055,75900,27,80.68,111.43,30.09,,Cloudt,7/30/12
1,14.119,,BV  ,0.043,6903234,14.042,14.226,94,Control,TIC: 0218201408.D,33.3,,0.117568416,0.003530583,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
2,14.289,,VB  ,0.042,2501726,14.226,14.376,94,Control,TIC: 0218201408.D,33.3,,0.042606692,0.00127948,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
3,14.931,,BV  ,0.049,2639116,14.862,15.038,94,Control,TIC: 0218201408.D,33.3,,0.04494657,0.001349747,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
4,17.727,,VV  ,0.026,58716739,17.676,17.806,94,Control,TIC: 0218201408.D,33.3,Tetralin,1,0.03003003,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
5,18.781,,PV  ,0.019,1169079,18.75,18.794,94,Control,TIC: 0218201408.D,33.3,,0.019910489,0.000597913,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
6,18.857,,VV  ,0.023,1451862,18.835,18.88,94,Control,TIC: 0218201408.D,33.3,,0.024726543,0.000742539,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
7,18.903,,VV  ,0.026,2496732,18.88,18.948,94,Control,TIC: 0218201408.D,33.3,,0.042521639,0.001276926,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
8,18.994,,VV  ,0.022,2700774,18.948,19.029,94,Control,TIC: 0218201408.D,33.3,,0.045996662,0.001381281,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
9,19.183,,PV  ,0.018,2432924,19.147,19.204,94,Control,TIC: 0218201408.D,33.3,,0.041434931,0.001244292,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
10,19.224,,VV  ,0.017,853170,19.204,19.239,94,Control,TIC: 0218201408.D,33.3,,0.014530269,0.000436344,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
11,20.545,,VV  ,0.02,1203211,20.528,20.564,94,Control,TIC: 0218201408.D,33.3,,0.020491789,0.000615369,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
12,20.645,,PV  ,0.017,1335042,20.615,20.667,94,Control,TIC: 0218201408.D,33.3,,0.022736992,0.000682793,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
13,20.687,,VV  ,0.016,1722349,20.667,20.711,94,Control,TIC: 0218201408.D,33.3,,0.029333186,0.000880876,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
14,20.735,,VV  ,0.016,3950659,20.711,20.758,94,Control,TIC: 0218201408.D,33.3,,0.067283352,0.002020521,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
15,21.273,,PV  ,0.018,1140885,21.249,21.301,94,Control,TIC: 0218201408.D,33.3,,0.01943032,0.000583493,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
16,21.722,,BV  ,0.021,1609291,21.664,21.743,94,Control,TIC: 0218201408.D,33.3,,0.027407704,0.000823054,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
17,21.848,,VB  ,0.024,3544050,21.826,21.912,94,Control,TIC: 0218201408.D,33.3,,0.060358427,0.001812565,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
18,22.305,,BV  ,0.016,4665067,22.265,22.344,94,Control,TIC: 0218201408.D,33.3,,0.079450376,0.002385897,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
19,22.54,,BV  ,0.016,26242159,22.474,22.58,94,Control,TIC: 0218201408.D,33.3,,0.446928073,0.013421263,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
20,22.604,,VV  ,0.017,1629716,22.58,22.67,94,Control,TIC: 0218201408.D,33.3,,0.02775556,0.0008335,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
21,22.698,,PV  ,0.017,14686406,22.67,22.799,94,Control,TIC: 0218201408.D,33.3,,0.250122985,0.007511201,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
22,25.085,,PBA ,0.024,7106157,24.982,25.172,94,Control,TIC: 0218201408.D,33.3,,0.121024381,0.003634366,5832,11.5,80.96,103.01,,,WillowWash,7/28/12
1,13.47,,BV  ,0.036,6397068,13.413,13.537,50,Low,TIC: 0626201302.D,31.08,,0.203599118,0.006550808,4860,13.5,81.11,121.368,55.82,,DeadTreeWash,7/24/12
2,13.585,,VB  ,0.037,2526886,13.537,13.661,50,Low,TIC: 0626201302.D,31.08,,0.080423056,0.002587614,4860,13.5,81.11,121.368,55.82,,DeadTreeWash,7/24/12
3,14.217,,BV  ,0.038,2329951,14.152,14.258,50,Low,TIC: 0626201302.D,31.08,,0.074155217,0.002385947,4860,13.5,81.11,121.368,55.82,,DeadTreeWash,7/24/12
4,17.346,,BV  ,0.025,31419920,17.183,17.385,50,Low,TIC: 0626201302.D,31.08,Tetralin,1,0.032175032,4860,13.5,81.11,121.368,55.82,,DeadTreeWash,7/24/12
5,20.504,,VV  ,0.015,2566662,20.481,20.531,50,Low,TIC: 0626201302.D,31.08,,0.081689005,0.002628346,4860,13.5,81.11,121.368,55.82,,DeadTreeWash,7/24/12
6,20.563,,VB  ,0.016,3796908,20.531,20.61,50,Low,TIC: 0626201302.D,31.08,,0.120843974,0.003888159,4860,13.5,81.11,121.368,55.82,,DeadTreeWash,7/24/12
7,21.638,,BB  ,0.016,1262221,21.616,21.698,50,Low,TIC: 0626201302.D,31.08,,0.040172636,0.001292556,4860,13.5,81.11,121.368,55.82,,DeadTreeWash,7/24/12
8,24.779,,BV  ,0.019,5176641,24.71,24.853,50,Low,TIC: 0626201302.D,31.08,,0.164756658,0.005301051,4860,13.5,81.11,121.368,55.82,,DeadTreeWash,7/24/12
1,14.08,,rBV,0.166,10604337,13.972,14.138,1,Control,TIC: 122002.D,37.6,,1.728623392,0.045974026,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
2,14.36,,rBV,0.229,11530081,14.258,14.487,1,Control,TIC: 122002.D,37.6,,1.879529831,0.049987495,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
3,15.25,,rVB,0.137,734150,15.191,15.328,1,Control,TIC: 122002.D,37.6,,0.119674513,0.003182833,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
4,17.35,,rVB,0.206,6134556,17.297,17.503,1,Control,TIC: 122002.D,37.6,Tetralin,1,0.026595745,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
5,18.52,,rBV,0.097,1152002,18.487,18.584,1,Control,TIC: 122002.D,37.6,,0.187788978,0.004994388,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
6,18.66,,rBV,0.057,1459909,18.63,18.687,1,Control,TIC: 122002.D,37.6,,0.2379812,0.006329287,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
7,18.72,,rVB,0.137,2300451,18.687,18.824,1,Control,TIC: 122002.D,37.6,,0.374998777,0.009973372,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
8,18.95,,rBV,0.103,3103746,18.893,18.996,1,Control,TIC: 122002.D,37.6,,0.505944685,0.013455976,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
9,24.79,,rBV,0.109,489157,24.764,24.872,1,Control,TIC: 122002.D,37.6,,0.079737963,0.002120691,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
1,14.12,,rBV,0.183,24939061,13.978,14.161,11,Low,TIC: 122003.D,40.5,,4.065340833,0.100378786,81120,14.5,81.51,110.728,27.1,,AnimasWash,7/15/12
2,14.41,,rBV,0.24,28605689,14.27,14.51,11,Low,TIC: 122003.D,40.5,,4.663041465,0.115136826,81120,14.5,81.51,110.728,27.1,,AnimasWash,7/15/12
3,15.25,,rVB,0.154,1566017,15.185,15.34,11,Low,TIC: 122003.D,40.5,,0.25527797,0.00630316,81120,14.5,81.51,110.728,27.1,,AnimasWash,7/15/12
4,17.35,,rBV,0.126,6483205,17.302,17.428,11,Low,TIC: 122003.D,40.5,Tetralin,1,0.024691358,81120,14.5,81.51,110.728,27.1,,AnimasWash,7/15/12
5,18.52,,rBV,0.126,1312888,18.481,18.607,11,Low,TIC: 122003.D,40.5,,0.202506014,0.005000148,81120,14.5,81.51,110.728,27.1,,AnimasWash,7/15/12
6,18.66,,rBV,0.08,1668465,18.607,18.687,11,Low,TIC: 122003.D,40.5,,0.257351881,0.006354367,81120,14.5,81.51,110.728,27.1,,AnimasWash,7/15/12
7,18.72,,rVB,0.143,2542508,18.687,18.83,11,Low,TIC: 122003.D,40.5,,0.39216838,0.00968317,81120,14.5,81.51,110.728,27.1,,AnimasWash,7/15/12
8,18.95,,rBV,0.132,3464334,18.865,18.996,11,Low,TIC: 122003.D,40.5,,0.534355153,0.013193954,81120,14.5,81.51,110.728,27.1,,AnimasWash,7/15/12
1,12.39,,rBV,0.2,152865,12.301,12.502,12,Control,TIC: 0626201304.D,37.74,,0.037962612,0.001005899,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
2,12.65,,rBV,0.114,225481,12.576,12.691,12,Control,TIC: 0626201304.D,37.74,,0.055996126,0.001483734,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
3,13.25,,rBV,0.149,386262,13.183,13.331,12,Control,TIC: 0626201304.D,37.74,,0.095924604,0.002541722,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
4,13.47,,rBV,0.12,1477530,13.412,13.532,12,Control,TIC: 0626201304.D,37.74,,0.366930943,0.0097226,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
5,13.58,,rVV,0.126,479537,13.532,13.658,12,Control,TIC: 0626201304.D,37.74,,0.119088589,0.003155501,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
6,14.22,,rBV,0.114,520537,14.144,14.258,12,Control,TIC: 0626201304.D,37.74,,0.129270561,0.003425293,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
7,14.61,,rVB,0.086,357301,14.567,14.653,12,Control,TIC: 0626201304.D,37.74,,0.088732407,0.00235115,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
8,14.95,,rBV,0.16,281653,14.836,14.997,12,Control,TIC: 0626201304.D,37.74,,0.069945924,0.001853363,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
9,15.05,,rVV,0.132,179379,14.997,15.128,12,Control,TIC: 0626201304.D,37.74,,0.04454712,0.001180369,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
10,16.02,,rVB,0.183,230690,15.941,16.124,12,Control,TIC: 0626201304.D,37.74,,0.057289733,0.001518011,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
11,17.35,,rBV,0.086,4026725,17.297,17.383,12,Control,TIC: 0626201304.D,37.74,Tetralin,1,0.026497085,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
12,18.06,,rVB,0.097,206567,18.029,18.126,12,Control,TIC: 0626201304.D,37.74,,0.051299008,0.001359274,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
13,18.49,,rBV,0.034,191382,18.475,18.51,12,Control,TIC: 0626201304.D,37.74,,0.047527954,0.001259352,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
14,18.66,,rBV,0.103,268353,18.578,18.681,12,Control,TIC: 0626201304.D,37.74,,0.066642992,0.001765845,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
15,18.72,,rVV,0.097,364819,18.681,18.779,12,Control,TIC: 0626201304.D,37.74,,0.090599433,0.002400621,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
16,18.95,,rBV,0.086,295334,18.899,18.985,12,Control,TIC: 0626201304.D,37.74,,0.073343474,0.001943388,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
17,19.08,,rBV,0.052,126453,19.048,19.099,12,Control,TIC: 0626201304.D,37.74,,0.031403436,0.0008321,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
18,20.27,,rBV,0.057,171393,20.244,20.301,12,Control,TIC: 0626201304.D,37.74,,0.04256387,0.001127818,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
19,20.5,,rVB,0.046,651950,20.478,20.524,12,Control,TIC: 0626201304.D,37.74,,0.161905767,0.004290031,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
20,20.56,,rVB,0.114,2150709,20.53,20.644,12,Control,TIC: 0626201304.D,37.74,,0.534108736,0.014152325,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
21,21.63,,rBV,0.097,312987,21.588,21.686,12,Control,TIC: 0626201304.D,37.74,,0.077727434,0.00205955,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
22,24.78,,rVB,0.137,1062676,24.753,24.89,12,Control,TIC: 0626201304.D,37.74,,0.26390578,0.006992734,29988,12,81.51,110.728,27.1,,AnimasWash,7/15/12
1,14.773,,rBV,0.2,7177512,14.688,14.888,41,Control,TIC: 0212201402.D,27.65,,6.102164214,0.2206931,20064,18,81.66,105.51,,,PortalRoad2,7/23/12
2,14.968,,rVB,0.212,7212409,14.894,15.105,41,Control,TIC: 0212201402.D,27.65,,6.131832882,0.221766108,20064,18,81.66,105.51,,,PortalRoad2,7/23/12
3,17.726,,rBV,0.154,1176224,17.68,17.835,41,Control,TIC: 0212201402.D,27.65,Tetralin,1,0.036166365,20064,18,81.66,105.51,,,PortalRoad2,7/23/12
4,18.996,,rVB,0.137,291403,18.968,19.105,41,Control,TIC: 0212201402.D,27.65,,0.247744477,0.008960017,20064,18,81.66,105.51,,,PortalRoad2,7/23/12
5,19.185,,rBV,0.137,435143,19.156,19.294,41,Control,TIC: 0212201402.D,27.65,,0.369949091,0.013379714,20064,18,81.66,105.51,,,PortalRoad2,7/23/12
6,22.315,,rVB,0.217,1135211,22.241,22.458,41,Control,TIC: 0212201402.D,27.65,,0.965131642,0.034905303,20064,18,81.66,105.51,,,PortalRoad2,7/23/12
7,23.602,,rVB,0.092,228640,23.591,23.682,41,Control,TIC: 0212201402.D,27.65,,0.194384743,0.00703019,20064,18,81.66,105.51,,,PortalRoad2,7/23/12
8,23.877,,rBV,0.143,1005882,23.814,23.957,41,Control,TIC: 0212201402.D,27.65,,0.855178946,0.030928714,20064,18,81.66,105.51,,,PortalRoad2,7/23/12
9,24.901,,rVB,0.166,787196,24.855,25.021,41,Control,TIC: 0212201402.D,27.65,,0.669256876,0.024204589,20064,18,81.66,105.51,,,PortalRoad2,7/23/12
1,14.774,,BB  ,0.041,45922312,14.667,14.886,38,Low,TIC: 0214201412.D,32.86,,0.730069815,0.022217584,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
2,14.97,,BB  ,0.04,43170482,14.886,15.043,38,Low,TIC: 0214201412.D,32.86,,0.686321408,0.020886227,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
3,17.652,,BV  ,0.022,1624309,17.574,17.683,38,Low,TIC: 0214201412.D,32.86,,0.025823155,0.000785854,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
4,17.729,,VV  ,0.026,62901261,17.683,17.813,38,Low,TIC: 0214201412.D,32.86,Tetralin,1,0.030432136,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
5,18.064,,VB  ,0.028,2079793,18.006,18.103,38,Low,TIC: 0214201412.D,32.86,,0.033064409,0.001006221,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
6,18.807,,PV  ,0.02,7707178,18.742,18.869,38,Low,TIC: 0214201412.D,32.86,,0.122528195,0.003728795,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
7,18.901,,VV  ,0.02,11262777,18.869,18.952,38,Low,TIC: 0214201412.D,32.86,,0.179054868,0.005449022,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
8,18.996,,VV  ,0.02,20834528,18.952,19.095,38,Low,TIC: 0214201412.D,32.86,,0.331225919,0.010079912,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
9,19.185,,VV  ,0.02,29035028,19.15,19.276,38,Low,TIC: 0214201412.D,32.86,,0.461596915,0.01404738,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
10,19.497,,VB  ,0.023,1801751,19.468,19.583,38,Low,TIC: 0214201412.D,32.86,,0.028644116,0.000871702,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
11,19.717,,VV  ,0.028,1664320,19.681,19.764,38,Low,TIC: 0214201412.D,32.86,,0.026459247,0.000805211,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
12,19.8,,VV  ,0.032,2082002,19.764,19.871,38,Low,TIC: 0214201412.D,32.86,,0.033099527,0.001007289,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
13,20.358,,BV  ,0.02,1584369,20.291,20.38,38,Low,TIC: 0214201412.D,32.86,,0.025188191,0.00076653,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
14,20.468,,VV  ,0.019,1812845,20.447,20.504,38,Low,TIC: 0214201412.D,32.86,,0.028820487,0.000877069,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
15,22.541,,BV  ,0.015,875129,22.47,22.572,38,Low,TIC: 0214201412.D,32.86,,0.013912742,0.000423394,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
16,22.7,,BV  ,0.018,1955901,22.67,22.748,38,Low,TIC: 0214201412.D,32.86,,0.031094782,0.000946281,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
17,23.315,,BV  ,0.016,1557125,23.27,23.338,38,Low,TIC: 0214201412.D,32.86,,0.024755068,0.00075335,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
18,25.087,,BBA ,0.024,4118244,25.001,25.17,38,Low,TIC: 0214201412.D,32.86,,0.065471565,0.00199244,7337,14.5,81.66,105.51,,,PortalRoad2,7/23/12
1,12.61,,rBV,0.074,227892,12.565,12.639,40,Control,TIC: 121907.D,423.3,,0.042517783,0.000100444,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
2,12.7,,rVB,0.183,3432870,12.639,12.822,40,Control,TIC: 121907.D,423.3,,0.640470141,0.001513041,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
3,13.47,,rBV,0.143,5912724,13.394,13.537,40,Control,TIC: 121907.D,423.3,,1.103136202,0.002606039,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
4,13.64,,rVV,0.143,5466522,13.537,13.68,40,Control,TIC: 121907.D,423.3,,1.019888349,0.002409375,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
5,13.73,,rVB,0.155,1855207,13.68,13.835,40,Control,TIC: 121907.D,423.3,,0.346125746,0.000817684,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
6,13.96,,rVV,0.143,4895873,13.864,14.007,40,Control,TIC: 121907.D,423.3,,0.913422434,0.002157861,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
7,14.07,,rVB,0.143,7059409,14.007,14.15,40,Control,TIC: 121907.D,423.3,,1.317073084,0.003111441,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
8,14.34,,rVB,0.189,5464981,14.276,14.464,40,Control,TIC: 121907.D,423.3,,1.019600845,0.002408696,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
9,15.25,,rVB,0.143,305835,15.197,15.34,40,Control,TIC: 121907.D,423.3,,0.057059599,0.000134797,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
10,15.82,,rBV,0.12,5277096,15.723,15.843,40,Control,TIC: 121907.D,423.3,,0.984547163,0.002325885,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
11,15.88,,rVB,0.12,3739968,15.849,15.969,40,Control,TIC: 121907.D,423.3,,0.697765378,0.001648394,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
12,16.05,,rBV,0.149,3779858,15.969,16.118,40,Control,TIC: 121907.D,423.3,,0.70520765,0.001665976,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
13,16.66,,rVB,0.097,220266,16.627,16.725,40,Control,TIC: 121907.D,423.3,,0.041095001,9.71E-05,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
14,17.28,,rBV,0.126,5359922,17.222,17.348,40,Control,TIC: 121907.D,423.3,Tetralin,1,0.002362391,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
15,17.75,,rBV,0.086,4541716,17.709,17.795,40,Control,TIC: 121907.D,423.3,,0.847347405,0.002001766,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
16,17.92,,rVB,0.126,3725458,17.886,18.012,40,Control,TIC: 121907.D,423.3,,0.695058249,0.001641999,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
17,18.32,,rBV,0.092,563274,18.292,18.384,40,Control,TIC: 121907.D,423.3,,0.105089962,0.000248264,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
18,18.45,,rBV,0.057,712054,18.418,18.475,40,Control,TIC: 121907.D,423.3,,0.132847829,0.000313838,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
19,18.5,,rVB,0.103,1217607,18.475,18.578,40,Control,TIC: 121907.D,423.3,,0.227168791,0.000536661,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
20,18.7,,rBV,0.092,1698013,18.659,18.75,40,Control,TIC: 121907.D,423.3,,0.31679808,0.000748401,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
21,19.72,,rBV,0.069,5950939,19.683,19.751,40,Control,TIC: 121907.D,423.3,,1.11026597,0.002622882,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
22,19.93,,rVB,0.08,5854596,19.9,19.98,40,Control,TIC: 121907.D,423.3,,1.092291268,0.002580419,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
23,20.23,,rBV,0.063,3116662,20.198,20.261,40,Control,TIC: 121907.D,423.3,,0.581475253,0.001373672,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
24,20.37,,rBV,0.074,3901394,20.341,20.415,40,Control,TIC: 121907.D,423.3,,0.727882607,0.001719543,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
25,20.7,,rBV,0.114,291291,20.667,20.781,40,Control,TIC: 121907.D,423.3,,0.054346127,0.000128387,20064,18,81.67,105.51,,,PortalRoad2,7/23/12
1,12.69,,rVB,0.103,807365,12.645,12.748,37,Low,TIC: 121908.D,34.79,,0.138308818,0.003975534,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
2,13.46,,rBV,0.132,1585516,13.4,13.532,37,Low,TIC: 121908.D,34.79,,0.271613017,0.007807215,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
3,13.6,,rVV,0.143,1511192,13.532,13.675,37,Low,TIC: 121908.D,34.79,,0.258880654,0.007441238,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
4,13.73,,rVB,0.109,430745,13.675,13.783,37,Low,TIC: 121908.D,34.79,,0.073790456,0.002121025,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
5,13.93,,rBV,0.143,1328259,13.846,13.989,37,Low,TIC: 121908.D,34.79,,0.227542601,0.00654046,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
6,14.06,,rVB,0.149,4011598,13.989,14.138,37,Low,TIC: 121908.D,34.79,,0.68722248,0.019753449,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
7,14.33,,rVB,0.223,3910466,14.264,14.487,37,Low,TIC: 121908.D,34.79,,0.669897667,0.019255466,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
8,15.25,,rVB,0.132,246900,15.185,15.317,37,Low,TIC: 121908.D,34.79,,0.04229617,0.001215757,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
9,15.79,,rBV,0.086,1225870,15.723,15.809,37,Low,TIC: 121908.D,34.79,,0.210002453,0.006036288,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
10,15.84,,rVV,0.137,1277509,15.815,15.952,37,Low,TIC: 121908.D,34.79,,0.218848674,0.006290563,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
11,16.02,,rVB,0.143,1014743,15.958,16.101,37,Low,TIC: 121908.D,34.79,,0.173834517,0.004996681,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
12,16.87,,rBV,0.08,381460,16.827,16.908,37,Low,TIC: 121908.D,34.79,,0.065347497,0.001878341,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
13,17.27,,rBV,0.132,5837408,17.222,17.354,37,Low,TIC: 121908.D,34.79,Tetralin,1,0.028743892,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
14,17.74,,rBV,0.08,1195338,17.709,17.789,37,Low,TIC: 121908.D,34.79,,0.20477205,0.005885946,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
15,17.92,,rVB,0.092,1046816,17.88,17.972,37,Low,TIC: 121908.D,34.79,,0.179328908,0.005154611,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
16,18.32,,rBV,0.097,735192,18.292,18.39,37,Low,TIC: 121908.D,34.79,,0.12594494,0.003620148,7337,14.5,81.67,105.51,,,PortalRoad2,7/23/12
